Ind1,Ind2,R,LnL(R),,U,HS,FS,PO
F4_KNP,M68_KNP,U,-56.83,,-,1.7,5.27,9999
F4_KNP,M69_KNP,FS,-45.27,,2.05,0.18,-,9999
F4_KNP,M70_KNP,U,-57.72,,-,1.88,6.65,9999
F4_KNP,M73_KNP,U,-56.27,,-,2.47,6.27,9999
F4_KNP,M1_KNP,U,-51.29,,-,3.35,7.57,9999
F4_KNP,M2_KNP,U,-51.41,,-,0.16,3.72,9999
F4_KNP,M3_KNP,U,-58.41,,-,4.05,9.49,9999
F4_KNP,M4_KNP,HS,-54.57,,0.47,-,2.29,9999
F4_KNP,M5_KNP,U,-53.81,,-,2.06,6.78,9999
F4_KNP,M6_KNP,U,-58.67,,-,2.05,5.94,9999
F4_KNP,M7_KNP,U,-52.92,,-,0.67,2.46,9999
F4_KNP,M8_KNP,U,-67.09,,-,0.08,3.77,9999
F4_KNP,M9_KNP,HS,-56.56,,2.35,-,1.09,9999
F4_KNP,M10_KNP,U,-56.23,,-,1.16,4.22,9999
F4_KNP,M11_KNP,U,-51.38,,-,1.32,4.57,9999
F4_KNP,M12_KNP,U,-53.53,,-,1.5,5.68,9999
F4_KNP,M13_KNP,U,-51.45,,-,1.95,4.96,9999
F4_KNP,M14_KNP,U,-61.94,,-,2.29,6.23,9999
F4_KNP,M15_KNP,U,-58.38,,-,3.03,6.1,9999
F4_KNP,M16_KNP,U,-52.99,,-,0.47,3.5,9999
F4_KNP,M17_KNP,U,-53.02,,-,2.33,5.59,9999
F4_KNP,M18_KNP,U,-49.84,,-,3.05,7.79,9999
F4_KNP,M19_KNP,U,-58.59,,-,3.01,7.54,9999
F4_KNP,M20_KNP,U,-62.52,,-,1.97,5.63,9999
F4_KNP,M21_KNP,U,-47.83,,-,2.59,7.12,9999
F4_KNP,M22_KNP,U,-61.39,,-,4.36,9.23,9999
F4_KNP,M23_KNP,U,-58.93,,-,4.67,10.89,9999
F4_KNP,M24_KNP,HS,-58.96,,2.08,-,1.22,9999
F4_KNP,M25_KNP,U,-53.61,,-,1.48,6.09,9999
F4_KNP,M26_KNP,U,-52.07,,-,2.15,5.76,9999
F4_KNP,M27_KNP,U,-61.54,,-,2.51,6.13,9999
F4_KNP,M28_KNP,U,-59.74,,-,2.44,5.75,9999
F4_KNP,M29_KNP,U,-53.91,,-,4.38,9.72,9999
F4_KNP,M30_KNP,U,-54.5,,-,2.46,5.91,9999
F4_KNP,M31_KNP,FS,-52.25,,4.87,1.79,-,9999
F4_KNP,M32_KNP,U,-53.91,,-,3.23,7.07,9999
F4_KNP,M36_KNP,HS,-59.33,,3.78,-,1.44,9999
F4_KNP,M52_KNP,FS,-54.84,,2.24,0.73,-,9999
F4_KNP,M59_KNP,U,-60.45,,-,0.3,2.14,9999
F4_KNP,M60_KNP,U,-53.58,,-,3.21,7.38,9999
F4_KNP,M64_KNP,HS,-70.41,,1.3,-,3.58,9999
F4_KNP,M71_KNP,U,-53.1,,-,2.78,6.44,9999
F4_KNP,M72_KNP,U,-50.14,,-,0.73,3.79,9999
F4_KNP,F1_KNP,U,-54.07,,-,1.7,3.21,9999
F4_KNP,F2_KNP,U,-53.04,,-,2.42,5.45,9999
F4_KNP,F3_KNP,U,-60.76,,-,1.59,4.37,9999
F5_KNP,F13_KNP,FS,-37.78,,1.14,0.19,-,9999
F5_KNP,F14_KNP,U,-37.4,,-,1.87,5.08,9999
F5_KNP,F15_KNP,U,-41.66,,-,1.12,3.8,9999
F5_KNP,F16_KNP,PO,-29.67,,3.22,1.33,0.75,-
F5_KNP,F17_KNP,U,-44.87,,-,0.74,4.44,9999
F5_KNP,F18_KNP,U,-43.44,,-,0.96,3.91,9999
F5_KNP,F19_KNP,U,-39.17,,-,0.28,0.3,9999
F5_KNP,F20_KNP,U,-39.89,,-,1.73,5.43,9999
F5_KNP,F21_KNP,U,-39.33,,-,0.15,1.69,9999
F5_KNP,F22_KNP,U,-41.59,,-,2.79,6.84,9999
F5_KNP,F23_KNP,PO,-36.48,,0.95,0.16,1.48,-
F5_KNP,F24_KNP,U,-46.91,,-,3.63,7.79,9999
F5_KNP,F25_KNP,PO,-33.08,,1.68,0.64,2.03,-
F5_KNP,F26_KNP,U,-46.56,,-,3.91,9.46,9999
F5_KNP,F27_KNP,HS,-38.53,,0.03,-,2.38,9999
F5_KNP,F28_KNP,PO,-32.03,,3.72,1.42,0.08,-
F5_KNP,F29_KNP,HS,-35.47,,0.1,-,0.72,9999
F5_KNP,F30_KNP,U,-44.78,,-,0.03,2.63,9999
F5_KNP,F31_KNP,HS,-44.14,,0.11,-,1.7,9999
F5_KNP,F32_KNP,U,-38.48,,-,0.65,2.37,9999
F5_KNP,F33_KNP,U,-47.59,,-,3.86,9.41,9999
F5_KNP,F34_KNP,U,-44.42,,-,0.45,3.5,9999
F5_KNP,F35_KNP,HS,-36.57,,0.03,-,1.67,9999
F5_KNP,F36_KNP,HS,-34.58,,0.07,-,1.86,9999
F5_KNP,F37_KNP,U,-42.82,,-,2.6,6.75,9999
F5_KNP,F38_KNP,FS,-30.26,,2.09,0.48,-,9999
F5_KNP,F40_KNP,FS,-25.63,,5.2,2.42,-,0.21
F5_KNP,F41_KNP,U,-37.05,,-,0.09,1.87,9999
F5_KNP,F42_KNP,FS,-26.55,,5.84,2.69,-,0.35
F5_KNP,F43_KNP,PO,-27.55,,5.16,2.19,0.31,-
F5_KNP,F44_KNP,HS,-40.6,,1.64,-,0.78,9999
F5_KNP,F45_KNP,PO,-28.69,,4.41,1.94,1,-
F5_KNP,F46_KNP,U,-40.35,,-,1.85,5.25,9999
F5_KNP,F47_KNP,PO,-32.57,,3.35,1.43,1.84,-
F5_KNP,F48_KNP,HS,-41.22,,0.09,-,1.2,9999
F5_KNP,F49_KNP,U,-43.84,,-,1.04,3.53,9999
F5_KNP,F50_KNP,U,-40.18,,-,0.28,1.81,9999
F5_KNP,F51_KNP,U,-46.62,,-,1.1,4.7,9999
F5_KNP,M33_KNP,U,-40.43,,-,0.37,3.17,9999
F5_KNP,M34_KNP,U,-49.23,,-,2.8,6.56,9999
F5_KNP,M35_KNP,FS,-31.31,,3.19,1.37,-,9999
F5_KNP,M37_KNP,U,-44.61,,-,4.17,9.62,9999
F5_KNP,M38_KNP,U,-38.04,,-,1.93,6.02,9999
F5_KNP,M39_KNP,U,-38,,-,1.02,3.48,9999
F5_KNP,M40_KNP,U,-44.37,,-,2.44,6.76,9999
F5_KNP,M41_KNP,U,-44.91,,-,2.33,6.4,9999
F5_KNP,M42_KNP,U,-42.58,,-,0.21,1.01,9999
F5_KNP,M43_KNP,U,-42.5,,-,2.07,6.48,9999
F5_KNP,M44_KNP,HS,-41.86,,0.95,-,0.91,9999
F5_KNP,M45_KNP,U,-45.09,,-,2.12,6.05,9999
F5_KNP,M46_KNP,U,-42.76,,-,1.16,4.37,9999
F5_KNP,M47_KNP,U,-45.47,,-,2.65,6.44,9999
F5_KNP,M48_KNP,HS,-43.31,,0.11,-,2.98,0.22
F5_KNP,M49_KNP,HS,-35.22,,0.26,-,0.86,9999
F5_KNP,M50_KNP,U,-49.99,,-,2.66,6.46,9999
F5_KNP,M51_KNP,FS,-31.89,,2.37,0.53,-,9999
F5_KNP,M53_KNP,U,-43.13,,-,1.6,5.46,9999
F5_KNP,M54_KNP,FS,-26.55,,7.49,3.67,-,0.96
F5_KNP,M55_KNP,FS,-40.73,,2.59,1.06,-,9999
F5_KNP,M56_KNP,PO,-28.48,,3.92,1.71,0.36,-
F5_KNP,M57_KNP,HS,-35.42,,1.01,-,0.16,9999
F5_KNP,M58_KNP,U,-42.6,,-,1.37,2.94,9999
F5_KNP,M61_KNP,U,-45.66,,-,1.74,4.78,9999
F5_KNP,M62_KNP,PO,-36.28,,2.01,0.72,1.74,-
F5_KNP,M63_KNP,U,-62.99,,-,4.61,11.14,9999
F5_KNP,M65_KNP,U,-44.8,,-,1.89,6.1,9999
F5_KNP,M66_KNP,U,-40.2,,-,1.5,3.68,9999
F5_KNP,M67_KNP,U,-42.33,,-,2.97,7.38,9999
F5_KNP,M68_KNP,U,-42.01,,-,2.15,6.04,9999
F5_KNP,M69_KNP,U,-32.01,,-,0.75,3.22,9999
F5_KNP,M70_KNP,U,-42.89,,-,0.83,2.96,9999
F5_KNP,M73_KNP,U,-41.44,,-,2.98,7.1,9999
F5_KNP,M1_KNP,FS,-35.06,,1.4,0.25,-,9999
F5_KNP,M2_KNP,HS,-35.16,,1.42,-,0.49,9999
F5_KNP,M3_KNP,U,-43.58,,-,0.99,3.95,9999
F5_KNP,M4_KNP,U,-40.21,,-,2.6,6.67,9999
F5_KNP,M5_KNP,U,-38.98,,-,0.75,1.79,9999
F5_KNP,M6_KNP,HS,-43.38,,0.46,-,1.06,9999
F5_KNP,M7_KNP,U,-38.09,,-,1.29,4.46,9999
F5_KNP,M8_KNP,U,-52.26,,-,4.54,10.32,9999
F5_KNP,M9_KNP,U,-44.08,,-,3.08,7.8,9999
F5_KNP,M10_KNP,U,-41.4,,-,0.96,2.83,9999
F5_KNP,M11_KNP,HS,-36.33,,0.23,-,1.4,9999
F5_KNP,M12_KNP,FS,-37.02,,1.69,0.29,-,9999
F5_KNP,M13_KNP,U,-36.63,,-,0.79,4.29,9999
F5_KNP,M14_KNP,U,-47.11,,-,2.95,8.08,9999
F5_KNP,M15_KNP,U,-43.55,,-,1.56,4.37,9999
F5_KNP,M16_KNP,U,-38.16,,-,0.79,3.3,9999
F5_KNP,M17_KNP,HS,-38.08,,0.12,-,0.19,9999
F5_KNP,M18_KNP,PO,-34.06,,0.95,0.19,1.21,-
F5_KNP,M19_KNP,U,-43.76,,-,0.64,3.56,9999
F5_KNP,M20_KNP,U,-47.7,,-,1.52,5.3,9999
F5_KNP,M21_KNP,PO,-30.8,,2.21,0.88,1.35,-
F5_KNP,M22_KNP,U,-46.57,,-,0.56,3.13,9999
F5_KNP,M23_KNP,U,-44.11,,-,0.64,1.51,9999
F5_KNP,M24_KNP,U,-46.21,,-,3.19,7.13,9999
F5_KNP,M25_KNP,U,-38.78,,-,0,1.92,9999
F5_KNP,M26_KNP,U,-37.24,,-,0.05,1.61,9999
F5_KNP,M27_KNP,U,-46.71,,-,1.61,4.65,9999
F5_KNP,M28_KNP,U,-44.91,,-,2.03,5.11,9999
F5_KNP,M29_KNP,U,-39.08,,-,0.54,1.57,9999
F5_KNP,M30_KNP,U,-39.67,,-,0.24,2.2,9999
F5_KNP,M31_KNP,U,-42.29,,-,1.36,3.93,9999
F5_KNP,M32_KNP,U,-39.08,,-,0.28,1.79,9999
F5_KNP,M36_KNP,U,-48.28,,-,1.94,4.83,9999
F5_KNP,M52_KNP,U,-42.25,,-,2.47,7.04,9999
F5_KNP,M59_KNP,U,-45.62,,-,1.71,6,9999
F5_KNP,M60_KNP,U,-38.75,,-,2.11,5.91,9999
F5_KNP,M64_KNP,U,-56.88,,-,7.32,14.95,9999
F5_KNP,M71_KNP,HS,-37.23,,1.04,-,0.69,9999
F5_KNP,M72_KNP,U,-35.31,,-,0.08,2.07,9999
F5_KNP,F1_KNP,U,-39.24,,-,1.85,4.77,9999
F5_KNP,F2_KNP,U,-38.21,,-,1.44,4.35,9999
F5_KNP,F3_KNP,U,-45.93,,-,3.96,9.22,9999
F5_KNP,F4_KNP,U,-46.82,,-,3.88,9.1,9999
F6_KNP,F13_KNP,U,-51.77,,-,3.6,8.94,9999
F6_KNP,F14_KNP,U,-50.25,,-,3.14,6.72,9999
F6_KNP,F15_KNP,U,-54.51,,-,0.78,4.04,9999
F6_KNP,F16_KNP,U,-45.75,,-,2.28,6.71,9999
F6_KNP,F17_KNP,U,-57.72,,-,1.63,6.03,9999
F6_KNP,F18_KNP,U,-56.29,,-,3.14,7.94,9999
F6_KNP,F19_KNP,U,-52.02,,-,3.04,8.17,9999
F6_KNP,F20_KNP,U,-52.73,,-,1.57,5.25,9999
F6_KNP,F21_KNP,U,-52.18,,-,1.9,6.23,9999
F6_KNP,F22_KNP,U,-54.44,,-,0.35,3.68,9999
F6_KNP,F23_KNP,U,-50.28,,-,1.65,5.79,9999
F6_KNP,F24_KNP,HS,-59.37,,0.39,-,0.42,9999
F6_KNP,F25_KNP,U,-47.61,,-,3.09,6.41,9999
F6_KNP,F26_KNP,HS,-57.8,,1.6,-,3.19,9999
F6_KNP,F27_KNP,U,-51.41,,-,3.79,8.85,9999
F6_KNP,F28_KNP,U,-48.6,,-,2.62,5.93,9999
F6_KNP,F29_KNP,U,-48.43,,-,2.77,6.93,9999
F6_KNP,F30_KNP,U,-57.63,,-,3.61,8.43,9999
F6_KNP,F31_KNP,U,-57.1,,-,4.22,9.27,9999
F6_KNP,F32_KNP,U,-51.33,,-,0.66,3.71,9999
F6_KNP,F33_KNP,U,-60.44,,-,0.31,3.06,9999
F6_KNP,F34_KNP,U,-57.27,,-,3.11,7.95,9999
F6_KNP,F35_KNP,HS,-49.04,,0.41,-,2.14,9999
F6_KNP,F36_KNP,U,-47.5,,-,1.44,5.61,9999
F6_KNP,F37_KNP,U,-56.14,,-,5.42,11.8,9999
F6_KNP,F38_KNP,U,-45.21,,-,2.15,5.88,9999
F6_KNP,F40_KNP,U,-43.68,,-,2.61,6.33,9999
F6_KNP,F41_KNP,PO,-47.96,,1.94,0.29,1.52,-
F6_KNP,F42_KNP,U,-45.23,,-,2.74,6.11,9999
F6_KNP,F43_KNP,U,-45.56,,-,0.62,3.74,9999
F6_KNP,F44_KNP,U,-55.08,,-,1.71,5.69,9999
F6_KNP,F45_KNP,U,-45.96,,-,0.6,3.72,9999
F6_KNP,F46_KNP,PO,-49.11,,4.09,1.37,1.11,-
F6_KNP,F47_KNP,U,-48.77,,-,1.15,4.84,9999
F6_KNP,F48_KNP,U,-54.15,,-,1.05,4.54,9999
F6_KNP,F49_KNP,HS,-53.51,,3.18,-,1.46,9999
F6_KNP,F50_KNP,U,-53.02,,-,2.12,6.28,9999
F6_KNP,F51_KNP,U,-59.47,,-,3.83,9.41,9999
F6_KNP,M33_KNP,U,-53.28,,-,1.2,4.59,9999
F6_KNP,M34_KNP,U,-62.08,,-,3.3,8.78,9999
F6_KNP,M35_KNP,U,-47.35,,-,2.72,7.46,9999
F6_KNP,M37_KNP,HS,-56.48,,0.98,-,2.52,9999
F6_KNP,M38_KNP,U,-50.89,,-,1.06,5.03,9999
F6_KNP,M39_KNP,U,-50.85,,-,0.97,2.69,9999
F6_KNP,M40_KNP,U,-57.22,,-,2.32,6.74,9999
F6_KNP,M41_KNP,U,-57.76,,-,1.43,4.68,9999
F6_KNP,M42_KNP,U,-55.42,,-,1.96,6.18,9999
F6_KNP,M43_KNP,U,-54.22,,-,1.12,3.89,9999
F6_KNP,M44_KNP,U,-55.66,,-,3.58,8.7,9999
F6_KNP,M45_KNP,U,-57.94,,-,3.01,7.64,9999
F6_KNP,M46_KNP,U,-55.61,,-,0.91,2.04,9999
F6_KNP,M47_KNP,HS,-57.61,,0.72,-,1.72,9999
F6_KNP,M48_KNP,HS,-56.26,,0.01,-,2.59,9999
F6_KNP,M49_KNP,U,-48.33,,-,0.29,2.43,9999
F6_KNP,M50_KNP,U,-62.84,,-,2.99,7.51,9999
F6_KNP,M51_KNP,U,-47.11,,-,2.22,6.78,9999
F6_KNP,M53_KNP,U,-55.98,,-,1.4,4.61,9999
F6_KNP,M54_KNP,U,-46.9,,-,2.27,6.85,9999
F6_KNP,M55_KNP,U,-56.18,,-,1.89,6.18,9999
F6_KNP,M56_KNP,U,-45.24,,-,2.88,7.43,9999
F6_KNP,M57_KNP,U,-49.27,,-,4.05,9.33,9999
F6_KNP,M58_KNP,U,-55.45,,-,1.2,4.38,9999
F6_KNP,M61_KNP,U,-58.51,,-,3.53,8.65,9999
F6_KNP,M62_KNP,U,-51.14,,-,0.54,3.72,9999
F6_KNP,M63_KNP,U,-75.84,,-,2.93,7.82,9999
F6_KNP,M65_KNP,HS,-56.84,,0.81,-,1.29,9999
F6_KNP,M66_KNP,FS,-47.37,,5.68,2.26,-,9999
F6_KNP,M67_KNP,U,-55.18,,-,2.79,7.33,9999
F6_KNP,M68_KNP,PO,-49.88,,4.97,1.46,3.1,-
F6_KNP,M69_KNP,U,-45.34,,-,3.94,8.75,9999
F6_KNP,M70_KNP,U,-55.74,,-,2.33,7.17,9999
F6_KNP,M73_KNP,HS,-53.13,,1.16,-,1.98,9999
F6_KNP,M1_KNP,U,-49.31,,-,0.97,3.57,9999
F6_KNP,M2_KNP,U,-49.43,,-,5.27,11.3,9999
F6_KNP,M3_KNP,HS,-56.21,,0.22,-,2.22,9999
F6_KNP,M4_KNP,U,-53.06,,-,3.82,8.94,9999
F6_KNP,M5_KNP,U,-51.83,,-,4.61,10.25,9999
F6_KNP,M6_KNP,U,-56.69,,-,3.13,8.58,9999
F6_KNP,M7_KNP,U,-50.94,,-,2.53,6.58,9999
F6_KNP,M8_KNP,HS,-63.52,,1.59,-,4.1,9999
F6_KNP,M9_KNP,U,-56.93,,-,1.34,5.46,9999
F6_KNP,M10_KNP,U,-54.25,,-,2.7,6,9999
F6_KNP,M11_KNP,U,-49.4,,-,2.18,6.44,9999
F6_KNP,M12_KNP,U,-51.55,,-,3.75,9.14,9999
F6_KNP,M13_KNP,HS,-49.25,,0.22,-,2.09,9999
F6_KNP,M14_KNP,HS,-58.96,,1,-,0.7,9999
F6_KNP,M15_KNP,U,-56.4,,-,0.85,3.7,9999
F6_KNP,M16_KNP,U,-51.01,,-,0.43,3.26,9999
F6_KNP,M17_KNP,U,-51.04,,-,0.2,3.51,9999
F6_KNP,M18_KNP,U,-47.86,,-,1.31,3.14,9999
F6_KNP,M19_KNP,U,-56.61,,-,1.22,4.34,9999
F6_KNP,M20_KNP,U,-60.55,,-,2.44,6.7,9999
F6_KNP,M21_KNP,U,-45.86,,-,2.49,6.16,9999
F6_KNP,M22_KNP,U,-59.42,,-,2.77,7.12,9999
F6_KNP,M23_KNP,U,-56.95,,-,3.61,8.94,9999
F6_KNP,M24_KNP,U,-59.06,,-,2.2,7.29,9999
F6_KNP,M25_KNP,U,-51.63,,-,0.3,3.29,9999
F6_KNP,M26_KNP,U,-50.09,,-,1.68,4.53,9999
F6_KNP,M27_KNP,U,-59.56,,-,0.88,3.92,9999
F6_KNP,M28_KNP,U,-57.76,,-,0.35,3.05,9999
F6_KNP,M29_KNP,U,-51.93,,-,2.59,7.27,9999
F6_KNP,M30_KNP,U,-52.52,,-,2.9,7.9,9999
F6_KNP,M31_KNP,U,-55.14,,-,3.51,8.95,9999
F6_KNP,M32_KNP,HS,-51.85,,0.08,-,2.61,9999
F6_KNP,M36_KNP,U,-61.13,,-,3.15,8.45,9999
F6_KNP,M52_KNP,U,-55.1,,-,2.32,6.62,9999
F6_KNP,M59_KNP,U,-58.47,,-,1.11,4.35,9999
F6_KNP,M60_KNP,HS,-48.9,,2.7,-,0.95,9999
F6_KNP,M64_KNP,HS,-68.54,,1.19,-,2.92,9999
F6_KNP,M71_KNP,U,-51.12,,-,4.32,10.15,9999
F6_KNP,M72_KNP,U,-48.16,,-,2.71,6.5,9999
F6_KNP,F1_KNP,U,-52.09,,-,1.89,4.82,9999
F6_KNP,F2_KNP,HS,-51.05,,0.01,-,1.45,9999
F6_KNP,F3_KNP,HS,-57.61,,1.17,-,0.01,9999
F6_KNP,F4_KNP,U,-59.67,,-,3.31,8.06,9999
F6_KNP,F5_KNP,U,-44.84,,-,2.91,7.63,9999
F7_KNP,F13_KNP,U,-46.43,,-,0.14,3.18,9999
F7_KNP,F14_KNP,HS,-44.83,,0.08,-,1.45,9999
F7_KNP,F15_KNP,U,-49.18,,-,2.39,6.33,9999
F7_KNP,F16_KNP,U,-40.41,,-,0.11,0.25,9999
F7_KNP,F17_KNP,U,-52.38,,-,2.07,6.17,9999
F7_KNP,F18_KNP,U,-50.95,,-,0.67,3.43,9999
F7_KNP,F19_KNP,U,-46.68,,-,0.64,2.39,9999
F7_KNP,F20_KNP,U,-47.4,,-,1.79,6.01,9999
F7_KNP,F21_KNP,U,-46.84,,-,1.52,4.42,9999
F7_KNP,F22_KNP,U,-49.1,,-,2.11,6.93,9999
F7_KNP,F23_KNP,U,-44.94,,-,1.79,4.83,9999
F7_KNP,F24_KNP,U,-54.42,,-,3,8.42,9999
F7_KNP,F25_KNP,U,-42.27,,-,0.01,1.61,9999
F7_KNP,F26_KNP,U,-54.07,,-,0.42,3.47,9999
F7_KNP,F27_KNP,HS,-45.45,,0.62,-,0.8,9999
F7_KNP,F28_KNP,U,-43.26,,-,1.91,5.9,9999
F7_KNP,F29_KNP,U,-43.09,,-,1.94,5.09,9999
F7_KNP,F30_KNP,U,-52.29,,-,2.01,6.62,9999
F7_KNP,F31_KNP,HS,-51.7,,0.07,-,3.2,9999
F7_KNP,F32_KNP,U,-45.99,,-,1.1,2.31,9999
F7_KNP,F33_KNP,U,-55.1,,-,2.67,7.3,9999
F7_KNP,F34_KNP,U,-51.93,,-,2.35,7.36,9999
F7_KNP,F35_KNP,U,-44.11,,-,0.84,2.93,9999
F7_KNP,F36_KNP,U,-42.17,,-,3.03,7.76,9999
F7_KNP,F37_KNP,U,-49.79,,-,1.51,4.53,9999
F7_KNP,F38_KNP,U,-39.87,,-,1.45,3.76,9999
F7_KNP,F40_KNP,U,-38.34,,-,0.28,0.54,9999
F7_KNP,F41_KNP,U,-44.56,,-,1.34,4.41,9999
F7_KNP,F42_KNP,U,-39.89,,-,0.95,2.87,9999
F7_KNP,F43_KNP,HS,-39.76,,0.46,-,0.6,9999
F7_KNP,F44_KNP,HS,-48.79,,0.95,-,2.04,9999
F7_KNP,F45_KNP,U,-40.62,,-,0.1,1.77,9999
F7_KNP,F46_KNP,U,-47.86,,-,1.18,4.32,9999
F7_KNP,F47_KNP,FS,-40.36,,3.08,0.42,-,9999
F7_KNP,F48_KNP,PO,-42.57,,6.25,1.89,0.61,-
F7_KNP,F49_KNP,HS,-51.18,,0.17,-,1.91,9999
F7_KNP,F50_KNP,U,-47.69,,-,2.51,6.6,9999
F7_KNP,F51_KNP,U,-54.13,,-,0.85,4.41,9999
F7_KNP,M33_KNP,U,-47.95,,-,0.36,3.55,9999
F7_KNP,M34_KNP,U,-56.74,,-,0.79,3.18,9999
F7_KNP,M35_KNP,HS,-41.49,,0.52,-,0,9999
F7_KNP,M37_KNP,U,-52.12,,-,2.83,7.85,9999
F7_KNP,M38_KNP,HS,-44.49,,1.06,-,1.7,0.15
F7_KNP,M39_KNP,HS,-44.53,,0.98,-,0.35,9999
F7_KNP,M40_KNP,U,-51.88,,-,2.76,8.03,9999
F7_KNP,M41_KNP,U,-52.42,,-,2.57,7.08,9999
F7_KNP,M42_KNP,U,-50.09,,-,3.21,7.59,9999
F7_KNP,M43_KNP,U,-50.01,,-,3.14,8.17,9999
F7_KNP,M44_KNP,HS,-49.89,,0.43,-,2.24,9999
F7_KNP,M45_KNP,U,-52.6,,-,1.44,5.04,9999
F7_KNP,M46_KNP,U,-50.28,,-,2.93,7.35,9999
F7_KNP,M47_KNP,U,-52.99,,-,4.17,8.83,9999
F7_KNP,M48_KNP,U,-50.94,,-,2.67,7.01,9999
F7_KNP,M49_KNP,U,-42.99,,-,0.72,3.58,9999
F7_KNP,M50_KNP,U,-57.5,,-,2.7,7.94,9999
F7_KNP,M51_KNP,HS,-41.07,,0.7,-,1.43,9999
F7_KNP,M53_KNP,U,-50.64,,-,2.44,6.54,9999
F7_KNP,M54_KNP,HS,-40.9,,0.66,-,0.55,9999
F7_KNP,M55_KNP,U,-50.84,,-,0.46,2.54,9999
F7_KNP,M56_KNP,HS,-39.76,,0.14,-,0.88,9999
F7_KNP,M57_KNP,U,-43.94,,-,1.34,3.83,9999
F7_KNP,M58_KNP,U,-50.11,,-,3.55,7.58,9999
F7_KNP,M61_KNP,U,-53.17,,-,2.86,7.14,9999
F7_KNP,M62_KNP,U,-45.8,,-,0.66,2.62,9999
F7_KNP,M63_KNP,U,-70.51,,-,4.87,10.7,9999
F7_KNP,M65_KNP,U,-52.31,,-,1.79,6.32,9999
F7_KNP,M66_KNP,U,-47.72,,-,0.92,3.64,9999
F7_KNP,M67_KNP,U,-49.85,,-,2.96,8.33,9999
F7_KNP,M68_KNP,U,-49.52,,-,3.89,8.97,9999
F7_KNP,M69_KNP,U,-38.99,,-,0.43,3.14,9999
F7_KNP,M70_KNP,PO,-48.77,,1.63,0.27,0.69,-
F7_KNP,M73_KNP,U,-48.95,,-,3.39,7.76,9999
F7_KNP,M1_KNP,HS,-43.23,,0.74,-,0.53,9999
F7_KNP,M2_KNP,U,-44.09,,-,0.47,2.54,9999
F7_KNP,M3_KNP,U,-51.09,,-,1.91,6.6,9999
F7_KNP,M4_KNP,U,-47.72,,-,1.89,6.11,9999
F7_KNP,M5_KNP,U,-46.49,,-,0.79,3.08,9999
F7_KNP,M6_KNP,U,-51.36,,-,1.8,5,9999
F7_KNP,M7_KNP,U,-45.6,,-,1.64,4.56,9999
F7_KNP,M8_KNP,HS,-59.45,,0.32,-,3.03,9999
F7_KNP,M9_KNP,U,-51.59,,-,2.99,7.28,9999
F7_KNP,M10_KNP,U,-48.91,,-,0.22,2.92,9999
F7_KNP,M11_KNP,U,-44.06,,-,1.99,4.79,9999
F7_KNP,M12_KNP,U,-46.22,,-,0.77,4.23,9999
F7_KNP,M13_KNP,U,-44.14,,-,1.89,5.4,9999
F7_KNP,M14_KNP,U,-54.62,,-,3.43,8.84,9999
F7_KNP,M15_KNP,PO,-48.65,,2.41,0.54,0.89,-
F7_KNP,M16_KNP,U,-45.67,,-,1.04,3.6,9999
F7_KNP,M17_KNP,U,-45.71,,-,1.39,3.11,9999
F7_KNP,M18_KNP,U,-42.52,,-,2.87,7.68,9999
F7_KNP,M19_KNP,U,-51.27,,-,0.98,3.37,9999
F7_KNP,M20_KNP,U,-55.21,,-,1.33,4.48,9999
F7_KNP,M21_KNP,U,-40.52,,-,1.63,4.13,9999
F7_KNP,M22_KNP,U,-54.08,,-,1.91,6.08,9999
F7_KNP,M23_KNP,U,-51.62,,-,0.87,4.11,9999
F7_KNP,M24_KNP,U,-53.72,,-,1.46,4.03,9999
F7_KNP,M25_KNP,U,-46.3,,-,0.92,3.14,9999
F7_KNP,M26_KNP,U,-44.75,,-,1.96,5.14,9999
F7_KNP,M27_KNP,FS,-52.68,,1.55,0.24,-,0.22
F7_KNP,M28_KNP,U,-52.42,,-,0.35,2.2,9999
F7_KNP,M29_KNP,U,-46.6,,-,0.25,2.72,9999
F7_KNP,M30_KNP,HS,-47.06,,0.12,-,2.33,9999
F7_KNP,M31_KNP,U,-49.8,,-,2.96,6.48,9999
F7_KNP,M32_KNP,U,-46.59,,-,1.07,4.38,9999
F7_KNP,M36_KNP,HS,-54.72,,1.07,-,2,9999
F7_KNP,M52_KNP,U,-49.76,,-,2.3,6.51,9999
F7_KNP,M59_KNP,U,-53.13,,-,0.75,4.28,9999
F7_KNP,M60_KNP,U,-46.26,,-,2.43,6.41,9999
F7_KNP,M64_KNP,U,-64.39,,-,5.21,11.84,9999
F7_KNP,M71_KNP,U,-45.78,,-,0.69,3.16,9999
F7_KNP,M72_KNP,U,-42.83,,-,0.82,3.11,9999
F7_KNP,F1_KNP,HS,-46.09,,0.66,-,1.52,9999
F7_KNP,F2_KNP,U,-45.73,,-,1.82,6.28,9999
F7_KNP,F3_KNP,U,-53.44,,-,1.43,5.41,9999
F7_KNP,F4_KNP,U,-54.33,,-,1.9,6.61,9999
F7_KNP,F5_KNP,U,-39.5,,-,0.19,1.23,9999
F7_KNP,F6_KNP,U,-52.35,,-,0.58,4.59,9999
F8_KNP,F13_KNP,U,-45.13,,-,1.31,5.4,9999
F8_KNP,F14_KNP,U,-43.61,,-,1.5,5.37,9999
